channel_name,video_title,published_at,video_id,view_count,like_count,comment_count
Al Jazeera English,Israel sees pause on US weapons shipment as ‘signal of dissatisfaction’ with Rafah: Analysis,2024-05-08T12:36:16Z,uSxveLYT8Dk,29805,570,215
Al Jazeera English,Scholar on leave from American university after harassment of Muslim woman | #AJshorts,2024-05-08T12:32:32Z,LwOFIo0Dn3k,783424,41516,5816
Al Jazeera English,Scores killed and thousands displaced by Brazil’s floods | Al Jazeera Newsfeed,2024-05-08T11:41:53Z,ToWzA4DUb_c,10224,221,84
Al Jazeera English,Al-Najjar Hospital evacuation: Hospital shuts amid Israeli strike fears,2024-05-08T10:30:24Z,1X69V1s7U0c,44402,1272,431
Al Jazeera English,South Africa building collapse: Rescue teams search for 39 missing in George,2024-05-08T10:00:00Z,-8GoqovCq24,6254,65,26
Al Jazeera English,Russia’s air attack on Ukraine: Critical energy infrastructure is damaged,2024-05-08T09:45:00Z,DoBM8bYZiO8,36892,481,98
Al Jazeera English,Palestine solidarity encampment continues at California State University,2024-05-08T09:30:14Z,nN6eU6z2aTI,4881,290,92
Al Jazeera English,Anti-Gaza war protest marchers in New York City say ‘hands off Rafah’,2024-05-08T09:14:26Z,MNgSz5-5AvQ,8597,620,114
Al Jazeera English,Palestinian solidarity protests continue in Austin City Hall,2024-05-08T09:05:06Z,vcnEC3lpg7g,3933,370,44
Al Jazeera English,Biden showing Netanyahu ‘he’s serious’ with weapons transfer ‘pause’: Analyst,2024-05-08T08:42:27Z,b1muucyry1k,168494,2765,1041
Al Jazeera English,Negev region demolition: Israeli police enforce razing of 50 homes,2024-05-08T08:24:10Z,z7wDg-VEG7M,22187,580,237
Al Jazeera English,Myanmar armed conflict: Peoples Defence Forces fight for Myawaddy town,2024-05-08T07:54:24Z,v7vGLkkZe3Y,62926,1163,171
Al Jazeera English,Oxford student urges university to acknowledge Israel&#39;s war on Gaza as a genocide,2024-05-08T06:00:01Z,a5qnVjFXbW4,50338,3881,635
Al Jazeera English,Several arrests as protesters march in New York City against Rafah incursion,2024-05-08T05:45:00Z,FyhhbXLXAKE,28882,1130,300
Al Jazeera English,Decoding sperm whales: Scientists detect &#39;phonetic alphabet&#39;,2024-05-08T05:30:02Z,CBMCvgDgGms,5358,81,7
Al Jazeera English,‘Desperate’ rescues under way as Brazil floods kill hundreds and displace thousands,2024-05-08T05:00:00Z,-rrEF4DNtYM,3882,122,21
Al Jazeera English,Stormy Daniels testifies during day 13 of Trump’s New York hush money trial,2024-05-08T04:30:07Z,F6EquJY1XA0,2193,38,8
Al Jazeera English,"UN, aid urgencies urge Israel to halt Rafah assault after crossing seized",2024-05-08T04:15:01Z,PsfDBAaIQq8,10373,358,129
Al Jazeera English,Campus police clears University of Chicago Palestine solidarity encampment,2024-05-08T03:55:32Z,C3yJXGZvgGY,2393,95,20
Al Jazeera English,Israeli army tanks have been used to close the Rafah border crossing,2024-05-08T03:01:30Z,bx7_2xcc8LY,28030,530,168
Al Jazeera English,Aid agencies say the flow of humanitarian aid through the Rafah crossing has been halted,2024-05-08T02:44:51Z,angq5AoW4_0,19551,653,173
Al Jazeera English,"Haiti violence: 360,000 displaced across the country",2024-05-08T00:34:46Z,Yi2tzwffqbE,5465,83,14
Al Jazeera English,Israeli order to leave Rafah: Palestinians forced into displacement again,2024-05-08T00:14:55Z,RsLCMKWyToo,35754,934,511
Al Jazeera English,Occupied West Bank fires: Police investigating suspected arson attack,2024-05-08T00:12:29Z,eCwdR0jQx-E,9819,275,33
